,u_name,u_screen_name,t_date,t_text,t_polarity_score,t_polarity,t_subjectivity_score,u_followers,t_retweets,t_favorited,t_mentions
10,There is no sensible Brexit #fbpe 🏳️‍🌈 🇪🇺🇬🇧,iggynowa,19/03/2019,@babylonhealth @MikeStuchbery_ Ok you’re scary now ;),0.08333333333333333,Negative,0.8333333333333334,120,0,0,"Babylon (babylonhealth), Mike Stuchbery💀🍷 (MikeStuchbery_)"
11,Robert Dyson,RobertDDyson,19/03/2019,"@DrMurphy11 @babylonhealth @BadBotThreads My experience is that medics care about tech - but the tech that helps them give better treatment. On &amp; off over decades I have worked with people in the NHS on tech, I trust them to know what they want. My local hospital invited a friend from the US over to discuss cardio scans.",0.25,Neutral,0.25,262,1,1,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), BadBotThreads (BadBotThreads)"
12,Medical Reel,MedicalReel,19/03/2019,"⁦@babylonhealth⁩ are really shaking up #medicine - but this article shows how the multiple layers of complexity in #healthcare systems can hold back rapid #innovation progress:

The messy, cautionary tale of how Babylon disrupted the NHS - WIRED UK https://t.co/kbh49vESIU",0.0,Negative,0.15000000000000002,24046,0,0,Babylon (babylonhealth)
13,Alexazz_,alexazz_,19/03/2019,@hannahchrstina @natehiggins @DrMurphy11 @babylonhealth @GPatHand Plus their AI development is going to be a game changer in the future. It should be able to diagnose better than real life doctors eventually 😀,0.16,Negative,0.39,2,0,0,"Hannah (hannahchrstina), Nate Higgins (natehiggins), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon GP at hand (GPatHand)"
14,Alexazz_,alexazz_,19/03/2019,@hannahchrstina @natehiggins @DrMurphy11 @babylonhealth @GPatHand Currently I find normal GP services to be a bit rubbish tbh - limited out of office hours opening times and long waits for non urgent appointments are particularly annoying. Babylon let's you pick a time the same day and talk from the comfort of your own home. It's great.,0.07857142857142857,Negative,0.5459821428571427,2,0,0,"Hannah (hannahchrstina), Nate Higgins (natehiggins), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon GP at hand (GPatHand)"
15,Alexazz_,alexazz_,19/03/2019,"@hannahchrstina @natehiggins @DrMurphy11 @babylonhealth @GPatHand I struggled to get travel vaccines from normal GP due to limited opening times and appointment waits, so it's not just a babylon issue. On the complex case point, that does seem trickier. Setting up more (local) babylon sites might solve this, or partnerships with local GPs.",0.021938775510204084,Negative,0.2954081632653061,2,0,0,"Hannah (hannahchrstina), Nate Higgins (natehiggins), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon GP at hand (GPatHand)"
16,Alexazz_,alexazz_,19/03/2019,"@hannahchrstina @natehiggins @DrMurphy11 @babylonhealth @GPatHand That's my suggested solution to the problem of underfunding in the Fulham CCG. If cherry picking is an issue, it looks like the age related fee needs to have a larger weight. On the travel vaccine wait point, it's not the end of the world - they can fix that.",0.0,Negative,0.45,2,0,0,"Hannah (hannahchrstina), Nate Higgins (natehiggins), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon GP at hand (GPatHand)"
17,Matthew Holt,boltyboy,19/03/2019,Which means @babylonhealth &amp; @GPatHand experiment is conflating 2 tech services and 2 funding streams at once. I’m sure those consultants the UK gov hires for the NHS will have drawn @matthancock &amp; Ali Parsa the 2 x 2 telling them not to do a new product in a new environment /5,0.25757575757575757,Neutral,0.5993265993265994,22772,0,1,"Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
18,Hannah,hannahchrstina,19/03/2019,@alexazz_ @natehiggins @DrMurphy11 @babylonhealth @GPatHand That isn't what it says!,0.0,Negative,0.0,750,0,0,"Alexazz_ (alexazz_), Nate Higgins (natehiggins), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon GP at hand (GPatHand)"
19,Matthew Holt,boltyboy,19/03/2019,"When those chatbots (@babylonhealth @avahealth @buoyhealth) get really smart, they are going to have a big impact BUT we aren’t even at the driverless car level of tech in health care yet /4",0.10714285714285714,Negative,0.37142857142857144,22772,0,0,"Babylon (babylonhealth), AVA Health (avahealth), Buoy Health (buoyhealth)"
20,Matthew Holt,boltyboy,19/03/2019,"The “other” @babylonhealth is an AI based chatbot that is the cleverest diagnostician on the planet/cant diagnose an obvious heart attack (delete where applicable based on your view). As @ManeeshJuneja will tell you, there’s a lot of potential here but... /3",-0.041666666666666664,Negative,0.625,22772,1,2,"Babylon (babylonhealth), Digital Health Futurist 👨‍💻 (ManeeshJuneja)"
21,Matthew Holt,boltyboy,19/03/2019,Also pretty clear that there are “2 @babylonhealth (s). 1 is a medical group using a mix of simple forms &amp; telehealth (a la @lemonaidhealth @SherpaaHealth) Why wouldn’t the NHS let the equivalent of @Zipnosis be used by any GP instead of segregating the young healthys /2,0.09000000000000001,Negative,0.4280952380952381,22772,0,2,"Babylon (babylonhealth), Lemonaid Health (lemonaidhealth), Sherpaa (SherpaaHealth), Zipnosis (Zipnosis)"
22,Matthew Holt,boltyboy,19/03/2019,Interesting piece on @babylonhealth but what it demonstrates is that the NHS hasn’t figured out how to fix the funding scheme that puts too much money ate GP and CCG level. Theoretically AI + telemedicine ought to be saving the NHS money for simple cases https://t.co/zh1lKFQFmG,0.175,Negative,0.28928571428571426,22772,1,3,Babylon (babylonhealth)
23,Dr Sandeep Bansal,iDrSunny,18/03/2019,@ShafiAhmed5 @TelegraphTech Wonder how theyll do compared to @adahealth @babylonhealth etc @DrMurphy11,0.0,Negative,0.0,1804,0,0,"Prof Shafi Ahmed (ShafiAhmed5), Telegraph Technology Intelligence (TelegraphTech), Ada (adahealth), Babylon (babylonhealth), Dr Murphy (DrMurphy11)"
24,Dr Pranev Sharma,psmedic,18/03/2019,@MattHancock Yet still pushes the dangerous @babylonhealth chatbot,-0.6,Negative,0.9,207,1,1,"Matt Hancock (MattHancock), Babylon (babylonhealth)"
25,christian schmitt,wuest23,18/03/2019,"@DrMurphy11 @babylonhealth @BadBotThreads Rubbish! Do people who ask for evidence, who want tech with scientific credentials not the very best for their family? Who is he talking to? Who in the NHS is against modern tools? The ship is sinking! @doktor_glad go U.K., that’s the place to be, greedy healthcare hyenas!",0.65625,Neutral,0.345,156,0,1,"Dr Murphy (DrMurphy11), Babylon (babylonhealth), BadBotThreads (BadBotThreads), Doktor Glad AB (doktor_glad)"
26,Alexazz_,alexazz_,18/03/2019,@natehiggins @DrMurphy11 @babylonhealth @GPatHand @hannahchrstina Have you used babylon? It's excellent. The article just points out a few niggles that need ironing out; e.g. funding money needs to be moved from the CCG of someone's residence to Babylon's CCG. Not hard. I'm glad Babylon are modernising healthcare as the NHS is so slow to do so,0.22916666666666666,Neutral,0.6083333333333333,2,0,1,"Nate Higgins (natehiggins), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Hannah (hannahchrstina)"
27,elitist cheeseboard Graham,PoliticalGM,18/03/2019,"@HealthTechInsi2 @DrMurphy11 @babylonhealth @GPatHand @MattHancock Blockchain?! You want the latest quantum crystal app. That should work.

Or chalk and a very large blackboard.",0.3892857142857143,Neutral,0.7285714285714286,246,0,1,"HealthTechInsider (HealthTechInsi2), Dr Murphy (DrMurphy11), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Matt Hancock (MattHancock)"
28,Dr Murphy,DrMurphy11,18/03/2019,"I now recognise the homology between Ali Parsa &amp; Matt Hancock.

They both fail to appreciate the negative impact of their vacuous Rhetoric, on the Healthcare services that they are responsible for delivering. 

#NHS #CrisisByDesign
@babylonhealth @BadBotThreads
#DHRewired19 https://t.co/tSyqkK6EDZ",-0.20000000000000004,Negative,0.4166666666666667,4083,5,10,"Babylon (babylonhealth), BadBotThreads (BadBotThreads)"
29,Claire Sutton 💁🏼👜👩🏼‍💻👸🏼,ClaireLSutton,18/03/2019,"I’m a big fan of how we might be able to use #AI &amp; #ML #HealthTech &amp; #CareTech like @babylonhealth, @AskNHS, @IsabelHealth, @adahealth &amp; others to drive improvement in care. The key for me is very much making sure it’s in a SAFE and SUSTAINABLE way.  https://t.co/5wK31aJMeV",0.29333333333333333,Neutral,0.5623148148148148,494,0,1,"Babylon (babylonhealth), AskNHS (AskNHS), Isabel Healthcare (IsabelHealth), Ada (adahealth)"
30,Beatrice Zatorska,BeatriceSpot,18/03/2019,"now I remember why stopped reading ⁦@WiredUK⁩ cos it’s 💩 what a badly researched and written piece about ⁦@babylonhealth⁩ , just stupid, lack of knowledge, one sided ⁦ https://t.co/2luwjfmibl",-0.7499999999999999,Negative,0.8333333333333333,1147,0,0,"WIRED UK (WiredUK), Babylon (babylonhealth)"
31,Ian Jackson,dr_ianjackson,18/03/2019,@DrMurphy11 @TELUS @babylonhealth @CBCNews @BadBotThreads All I can say is they are very brave. I wouldn't be able to sleep at night worrying about this given they can't say they weren't warned when something goes wrong.,0.3333333333333333,Neutral,0.8416666666666667,38,0,1,"Dr Murphy (DrMurphy11), TELUS (TELUS), Babylon (babylonhealth), CBC News (CBCNews), BadBotThreads (BadBotThreads)"
32,Nicholas Pedersen,npedersen1,18/03/2019,@benedictC Hi Benedict - we're looking for iOS contractors at @babylonhealth. Happy to speak. Can you email me: nick.pedersen@babylonhealth.com,0.8,Positive,1.0,326,1,1,"Benedict Cohen (benedictC), Babylon (babylonhealth)"
33,christian schmitt,wuest23,18/03/2019,@DrMurphy11 @TELUS @babylonhealth @CBCNews @BadBotThreads Spännade @hakan_nordgren o @doktor_glad,0.0,Negative,0.0,156,0,0,"Dr Murphy (DrMurphy11), TELUS (TELUS), Babylon (babylonhealth), CBC News (CBCNews), BadBotThreads (BadBotThreads), Håkan Nordgren (hakan_nordgren), Doktor Glad AB (doktor_glad)"
34,Prostate Experts,ProstateExperts,18/03/2019,how do #digitalhealth GP services  @babylonhealth @GPatHand @PushDoctor @LIVI_uk support patients worried about #prostatecancer? DO you support a recommended diagnostic pathway? @keithgrimes  https://t.co/o6lzxINEeU,0.0,Negative,0.0,58,0,0,"Babylon (babylonhealth), Babylon GP at hand (GPatHand), Push Doctor (PushDoctor), LIVI UK (LIVI_uk), Dr Keith Grimes (keithgrimes)"
35,Dr Murphy,DrMurphy11,18/03/2019,"Filling the medical care gap or causing cracks? @TELUS launches @babylonhealth App... @CBCNews

@BadBotThreads #DueDiligence 
https://t.co/q0psyUZnwT",0.0,Negative,0.0,4083,6,6,"TELUS (TELUS), Babylon (babylonhealth), CBC News (CBCNews), BadBotThreads (BadBotThreads)"
36,Dr. Mike,EmergMedDr,18/03/2019,"Great article about how Babylonhealth has disrupted the NHS and cost more money.

https://t.co/3OmhGbzqr5",0.65,Neutral,0.625,2604,4,5,
37,Nicholas Green,nickgreenms,18/03/2019,@babylonhealth I have been waiting for a few months and still can’t use your service. Please help,-0.2,Negative,0.1,18,0,0,Babylon (babylonhealth)
38,Nate Higgins,natehiggins,18/03/2019,"About half a year ago, I rejected an interview offer for a software engineering position at @babylonhealth to work on @GPatHand, despite it being a great opportunity for my career. Here’s why. https://t.co/8JsTzAVi5o

(thanks to @hannahchrstina for sending this article to me)",0.27777777777777785,Neutral,0.37222222222222223,3722,2,16,"Babylon (babylonhealth), Babylon GP at hand (GPatHand), Hannah (hannahchrstina)"
39,Shaun Wooller,shaungw,18/03/2019,"An interesting article about @babylonhealth by @WiredUK: The messy, cautionary tale of how #Babylon disrupted the #NHS https://t.co/N9hBn7ezVg",0.15,Negative,0.45,1657,0,0,"Babylon (babylonhealth), WIRED UK (WiredUK)"
40,Dr Murphy,DrMurphy11,18/03/2019,"The messy, cautionary tale of how Babylon disrupted the NHS. @njkobie @mattburgess1 @WiredUK @babylonhealth #HealthTech #Governance 
https://t.co/NXUrnQCXAF",-0.2,Negative,0.4,4083,14,11,"Nicole Kobie (njkobie), Matt Burgess (mattburgess1), WIRED UK (WiredUK), Babylon (babylonhealth)"
41,Heather,ShrubRM,17/03/2019,"@noodleflute @babylonhealth I mean, it's sounds like your iron levels are a bit low.
Probably worth a blood test to make sure, and increase your vitamin C - it helps your body absorb your iron more easily x",0.23680555555555557,Neutral,0.5516203703703704,893,0,0,"Anita Brien (noodleflute), Babylon (babylonhealth)"
42,Alison Moore,AliJaneMoore,17/03/2019,@noodleflute @babylonhealth Have you been anywhere where you could have come into contact with malaria? #daftquestion,0.0,Negative,0.0,2534,0,1,"Anita Brien (noodleflute), Babylon (babylonhealth)"
43,Jim Parsons,JPWP,17/03/2019,"Big caveat here: 

searching symptoms online a double edge sword, works for some not all.

using health chatbots like @babylonhealth @ourlark (now @23andMe) clearly advantages the artificial intelligence algorithms “listening” to your symptoms WAY more than the individual typing. https://t.co/dm2XTLgyiM",9.25185853854297e-18,Negative,0.3972222222222222,1264,0,1,"Babylon (babylonhealth), Lark Health (ourlark), 23andMe (23andMe)"
44,Katrin Fritsch,KatrinSophie_,17/03/2019,"I asked machine learning engineers from @Google , @babylonhealth , @UniofOxford and more how they imagine artificial intelligence. They think it is a risk, a delusion, a tool &amp; an assistant. This is the research project - so please read, discuss + share 💡
https://t.co/V5EE6kFLa9",-0.04999999999999999,Negative,0.75,345,6,14,"Google (Google), Babylon (babylonhealth), Oxford University (UniofOxford)"
45,Sam Abar,sam_abar,17/03/2019,@noodleflute @babylonhealth @MattHancock is disastrous health secretary. He endorsed @babylonhealth without scrutiny,-0.7,Negative,0.8,53,0,0,"Anita Brien (noodleflute), Babylon (babylonhealth), Matt Hancock (MattHancock), Babylon (babylonhealth)"
46,Sam Abar,sam_abar,17/03/2019,@babylonhealth operating without any regulations. I can’t believe what popped up on my screen roday https://t.co/0FdcbNeVIr,0.0,Negative,0.0,53,0,0,Babylon (babylonhealth)
47,askmyGP,askmygp,17/03/2019,"@DrMurphy11 @sib313 @EinsteinsAttic @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink @JenniferMayCook @GPonlinenews Crucial to move the debate onto the ground of evidence, and look at whole system effects, not only claimed benefits for tech users.",0.06666666666666667,Negative,0.7999999999999999,1003,3,6,"Dr Murphy (DrMurphy11), Steve the skeptic (sib313), Phil Booth (EinsteinsAttic), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Jenny Cook (JenniferMayCook), GPonline.com (GPonlinenews)"
48,Dr Murphy,DrMurphy11,17/03/2019,"@sib313 @EinsteinsAttic @askmygp @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink It's disappointing that the conversation about NHS online GP consultations, always seems to revolve around the flawed Babylon @GPatHand model...

Will @JenniferMayCook @GPonlinenews offer to run an article focusing on other systems &amp; providers?
https://t.co/vW8uu3of0i",-0.4083333333333334,Negative,0.525,4083,0,1,"Steve the skeptic (sib313), Phil Booth (EinsteinsAttic), askmyGP (askmygp), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink), Babylon GP at hand (GPatHand), Jenny Cook (JenniferMayCook), GPonline.com (GPonlinenews)"
49,Dr Marie McVeigh,DrMariMcV,16/03/2019,@babylonhealth @noodleflute Why are you asking a woman called Anita her sex? Are your twitterbots as dense as your app? #babylonhealth,0.0,Negative,0.0,956,0,1,"Babylon (babylonhealth), Anita Brien (noodleflute)"
50,Hugh Risebrow,HughRisebrow,16/03/2019,@JPWP @TELUSHealth @TELUS @babylonhealth That's global warming for you,0.0,Negative,0.0,677,0,0,"Jim Parsons (JPWP), TELUS Health (TELUSHealth), TELUS (TELUS), Babylon (babylonhealth)"
51,Phil Booth,EinsteinsAttic,16/03/2019,"@sib313 @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink Dunno about online, but didn't one or more of the Vanguards do something smart with a phone-based system across several practices that had a dramatic effects on appointment times too? Surely they had to publish?",0.1561904761904762,Negative,0.5263492063492063,1067,0,0,"Steve the skeptic (sib313), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
52,Steve the skeptic,sib313,16/03/2019,@EinsteinsAttic @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink And this delay has a huge consequence for DNA rates that many casually blame on feckless patients: https://t.co/O5Ir2mwUNt,0.13333333333333333,Negative,0.7555555555555555,1844,0,2,"Phil Booth (EinsteinsAttic), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
53,Steve the skeptic,sib313,16/03/2019,@EinsteinsAttic @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink We'd love to see what the stats look like for other firms doing online GP consultations. But none have released their data. NHSE have some data but it seems patchy and isn't public.,0.125,Negative,0.34722222222222227,1844,1,3,"Phil Booth (EinsteinsAttic), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
54,Steve the skeptic,sib313,16/03/2019,@EinsteinsAttic @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink This is the key chart on national data (now I'm back at my computer): https://t.co/1PMvcd6QCe,0.0,Negative,0.5,1844,0,3,"Phil Booth (EinsteinsAttic), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
55,Harry Aagaard Evans,HarryAEvans,16/03/2019,@behr_dr @mellojonny @babylonhealth Don’t you think? I guess it depends how often the tech is wrong. But id feel pretty nervous about saying that we should just remove any provision from systems that already have little healthcare capacity,-0.14583333333333334,Negative,0.7999999999999999,3161,0,0,"Dr Jon Behr (behr_dr), #hellomynameis JT (mellojonny), Babylon (babylonhealth)"
56,Dr Jon Behr,behr_dr,16/03/2019,@HarryAEvans @mellojonny @babylonhealth Really?,0.2,Negative,0.2,121,0,0,"Harry Aagaard Evans (HarryAEvans), #hellomynameis JT (mellojonny), Babylon (babylonhealth)"
57,Heather Wms Gaona🐨,heatherwgaona,16/03/2019,"@noodleflute @trishgreenhalgh @babylonhealth Ohshit, this is real? Tech answering the question Medicine: how hard could it be?",-0.04583333333333334,Negative,0.42083333333333334,322,0,1,"Anita Brien (noodleflute), Trisha Greenhalgh #PeoplesVote (trishgreenhalgh), Babylon (babylonhealth)"
58,Jim Parsons,JPWP,16/03/2019,What’s troubling about @babylonhealth: lack of clinical evidence supporting efficacy. More troubling still: corporate obfuscation of fact that 👉more benefit accrues to “it” (humans training its #AI algorithms) than medical benefit to citizens who enter their data #DigitalHealth https://t.co/uT4qq6esQD,0.1875,Negative,0.1875,1264,0,0,Babylon (babylonhealth)
59,Dr Helen Salisbury,HelenRSalisbury,16/03/2019,@mellojonny @babylonhealth This diagnosis - malaria - may be a sensible differential in central Africa. The app is equally pisspoor on any continent.,0.0,Negative,0.25,2439,0,0,"#hellomynameis JT (mellojonny), Babylon (babylonhealth)"
60,Harry Aagaard Evans,HarryAEvans,16/03/2019,@mellojonny @babylonhealth Depends partly on how good access to professional health advice is in Rwanda though. And barriers to access for primary care etc. Health advice that is sometimes bad is better than no advice at all,0.2,Negative,0.47333333333333333,3161,0,1,"#hellomynameis JT (mellojonny), Babylon (babylonhealth)"
61,#hellomynameis JT,mellojonny,16/03/2019,If @babylonhealth is unsafe in the UK it is unsafe everywhere https://t.co/vNxOwMKADm,0.0,Negative,0.0,13828,10,24,Babylon (babylonhealth)
62,Gareth Roberts,drgarethroberts,16/03/2019,@babylonhealth @noodleflute Don’t do it.. they’re using your data for free.,0.4,Neutral,0.8,1253,0,6,"Babylon (babylonhealth), Anita Brien (noodleflute)"
63,Paulo Andrade,pfandrade_,16/03/2019,@mluisbrown @babylonhealth That bodes well for your employer ;) Mine never did that for me. They never looked at it as a “perk” so the fact that all content from wwdc is available made it easy to say no.,0.36111111111111116,Neutral,0.7444444444444445,478,0,0,"Michael Luís Brown (mluisbrown), Babylon (babylonhealth)"
64,Michael Luís Brown,mluisbrown,16/03/2019,@pfandrade_ First time since 2014 I’m putting my name in the lottery again. Paid everything myself in then. This year if I get a golden ticket I get to expense everything 😀 Amazing perk of working for @babylonhealth,0.38333333333333336,Neutral,0.5777777777777778,569,0,3,"Paulo Andrade (pfandrade_), Babylon (babylonhealth)"
65,HealthTechInsider,HealthTechInsi2,16/03/2019,The @babylonhealth chatbot is “work in progress” but more worryingly not complying with very basic clinical safety protocols. The push in the market of this immature product is due to the need to keep blinding investors with the PR headlights. https://t.co/MDYCZGOTUx,0.125,Negative,0.3458333333333334,76,10,12,Babylon (babylonhealth)
66,Jim Parsons,JPWP,16/03/2019,"Alternately: @babylonhealth could intentionally be 💰 loosing cost centre. Sources of Personal Health Data for training #AI #Cloud #BigData Medical Systems:
a) hard to find
b) expensive
c) often static
Huge value in persistent, real-time, streams of personal health data for #AI https://t.co/m12Lv8fo2P",0.013541666666666667,Negative,0.45520833333333327,1264,1,0,Babylon (babylonhealth)
67,Jim Parsons,JPWP,16/03/2019,"As (or more) important:
DATA is an asset class
In event @babylonhealth goes bankrupt? 
—who owns personal health data citizens entered?
—what triggers patient data destruction?
—is receiver/liquidator auction block a path to global data-brokerage market?
 #HealthTech #AI #BigData https://t.co/m12Lv8fo2P",0.225,Neutral,0.45,1264,0,2,Babylon (babylonhealth)
68,Ben Furnival,ben_furnival,16/03/2019,Ought to try @babylonhealth if it’s available in your area. I usually get a video appointment in the following hour https://t.co/GHG0U96XLY,0.05000000000000001,Negative,0.25,2022,0,0,Babylon (babylonhealth)
69,Sandra Leaton Gray,drleatongray,16/03/2019,"Decided to buy Solvazinc to boost immune system. Online pharmacy said prescription only. Link took me to @babylonhealth, the disruptor firm for ££ private online GP appointments that @MattHancock hustles for. Only thing is, it’s an over the counter product. Misleading and dodgy.",-0.05,Negative,0.69375,2232,0,0,"Babylon (babylonhealth), Matt Hancock (MattHancock)"
70,Ian,IanStockport,16/03/2019,@sib313 @EinsteinsAttic @askmygp @DrMurphy11 @bengoldacre @doctorsdilemma @babylonhealth @GPatHand @ptaccesshelp @GPonlineservice @live_evergreen @getdoctorlink And many of these are forced to book an appointment at 8:30 on the day as by 8:40 they have all gone.,0.09999999999999998,Negative,0.35,104,1,2,"Steve the skeptic (sib313), Phil Booth (EinsteinsAttic), askmyGP (askmygp), Dr Murphy (DrMurphy11), ben goldacre (bengoldacre), Anil Adisesh (doctorsdilemma), Babylon (babylonhealth), Babylon GP at hand (GPatHand), Patient Access (ptaccesshelp), GP Online Services (GPonlineservice), Evergreen Life (live_evergreen), Doctorlink (getdoctorlink)"
